A,B,C,Y
8.033450803264238,7.853726725388646,8.142503175260227,0
6.1898599693562915,8.614662586125355,10.407410594657888,0
5.061526905291505,5.367316770041564,8.452366772813974,1
6.43085134648803,6.938203238689152,9.132247778919785,0
4.748447941417843,4.8550448791984575,9.469387264528747,1
7.900855949264412,7.316272140825667,8.877109774481351,0
6.670948450658919,9.347105464670499,7.950932254831384,0
6.497081264354923,5.632307612257266,10.746544596327709,1
6.274796154336235,7.861925343653912,9.250042688748701,0
6.580017596074477,5.006783987480244,12.787361447950662,1
7.201830178874004,8.661020287598692,10.792158208975566,0
6.087189903249239,9.13514138578654,8.962290805799572,0
7.482597951524157,6.894567646772272,9.420755199853076,0
4.7464859043285,4.617537282457935,10.973071061734233,1
7.730845310926886,3.6253534247150974,11.767878137779451,1
3.221305272214247,5.395753126011171,12.003271757473717,1
7.858011452091081,6.641203158898071,7.962710830645015,0
4.964744492482156,5.123906332073532,10.857983530380004,1
6.711002656990184,7.6081837601919515,9.684001328181953,0
4.248826038388824,6.15316537319987,9.907185102001492,1
5.185272912432737,8.18174102982953,9.152374207318905,0
7.108030817312345,8.029417618970765,8.865206870704277,0
7.461164099977017,6.824017328558685,10.010127177334724,0
7.011755507193217,9.208099461140549,7.170780366250103,0
6.8360597701949315,5.401951360983098,9.803464327406449,1
3.9898613548047672,4.510915624056343,10.578704673197329,1
5.099618046767444,3.4876600889260576,10.443989232243785,1
4.083783529825594,4.652463096821618,10.15555080461032,1
9.005140525546592,7.812373650888774,8.851058770855525,0
7.821788880365292,3.921316647618505,10.420403377816783,1
6.604658730650001,4.978528890376299,10.13288011394484,1
4.9627987743192055,6.057410818523545,6.493559347323939,0
4.292217628130555,4.255612826027661,9.521305978556496,1
6.461577556220121,5.749986188671808,10.338231455809424,1
3.474939399338122,2.654868959568491,11.700549852123638,1
5.197277949575469,7.228109521736145,8.377343421544353,0
7.121978188940648,8.355172677803738,9.525360208009038,0
7.111529878539813,6.728832276910598,9.066392699845691,0
5.208221912482358,6.7509950701583605,9.206283698175866,1
5.901851367442781,9.3089323342815,9.733072560542446,0
7.863345317544022,7.8190796979218495,8.396079372206742,0
5.441405807182896,7.15048122358519,10.15200657001465,0
8.740675064035518,8.546569102660378,8.414864720231309,0
4.99780368666532,6.8947650596348335,12.498943429061821,1
7.303589759068776,7.199212960433233,6.839371995700333,0
5.583376532800976,6.338185433791592,9.378362508370895,1
7.094996110069161,8.08075098862302,8.23219625397544,0
6.7019071648972846,8.488518146537498,8.924428286978944,0
6.172316042726997,8.963904597441958,7.575139098345634,0
4.943658905612303,3.613940245119319,9.762499617530182,1
6.712692136523981,8.680069839878104,8.680198401101329,0
4.4850753755942225,8.814625014984289,9.276102753923276,0
6.020109748338199,8.692574347539356,8.521327643584339,0
6.250030382724334,10.054624102518115,9.053409536798348,0
5.861670390109238,6.789185425454583,9.81198475457999,1
7.681401910133606,8.734011809918908,10.053042376022674,0
4.308788182528234,4.21126877011481,10.26418463484259,1
6.543012142406463,9.068985971618918,8.790247064577446,0
3.909048870576709,5.160346789623924,9.817995406364563,1
4.691961486371701,8.327068407569367,8.620880389199161,0
7.554252539908761,8.146532072765075,9.251859703253503,0
6.629523145632991,6.950946633756368,9.029215791266507,0
5.216680064756064,5.54838808080756,9.73078189730862,1
6.347985590494833,4.022936153759529,8.930031009393987,1
5.675750782819682,8.064717372187552,9.556998940172498,0
4.373539985862067,5.855082321758011,9.18566068960802,1
6.926887296252723,9.160338569993769,9.369492716375724,0
5.910464994898524,8.53913822207056,10.812177091595016,0
4.459613005592462,5.336490656887579,9.499521034421242,1
4.339503822306266,5.372110544761049,11.592668333196352,1
6.477643534864304,7.630744098171032,9.265642402514285,0
4.045864097764041,5.133311252343038,11.395899554616589,1
5.92971170840392,7.886218435686251,7.741650082717016,0
8.923815425970925,7.394018679461402,10.803588981486497,0
5.055338503382132,3.64534961208565,10.136536045915777,1
5.839731475446163,3.7437217878657303,11.23663876665428,1
7.3923349111243075,8.448380650781687,10.125323498664255,0
7.600394496115191,6.223826557858053,9.911082434334016,0
8.177454393890306,8.16508508378022,9.233112636366688,0
6.119422400155829,7.72090227845671,10.622849085954002,0
7.438166347291237,9.122328321657092,8.002980204470317,0
7.363347918574265,7.020279808555021,8.224529565296077,0
5.384227645296705,9.121417708235665,9.408900537936828,0
4.189411508274371,4.294296048214403,10.905433789450846,1
5.24924241520984,8.687266205183654,9.515886718955917,0
6.644167696231209,10.894386191626909,12.135047340087906,0
5.266175346993588,4.330356677735685,9.884117349100473,1
9.186979646974258,8.441364443568583,8.8998447667165,0
4.015051092513996,6.696393853861598,10.097829830539755,1
5.255627625446108,8.715536785056718,10.630906254080374,0
6.012379287295938,8.659418806735681,8.756976268306445,0
6.97006412316475,7.2910632863594245,8.839761884210311,0
8.000881423680301,7.61516775116721,10.458108238609519,0
3.3463301105995433,3.9695540192098138,10.840861059032564,1
5.451323652071039,5.247659745513599,10.344429332536276,1
6.277608094585849,9.098996332747179,8.098365509524003,0
5.143358577775933,5.848956844796042,9.136301005370273,0
5.254969951651417,5.9927107879982655,11.0699167417631,1
5.343292406089989,6.073502839795853,9.33095052186569,1
4.205618638083725,5.111296429824899,9.715372340764,1
4.627618862524832,3.882953963381044,9.572185270081912,1
7.931102081303557,8.285587325254259,9.885141164270728,0
7.188553315280163,8.04683135799744,8.582502177265836,0
5.350266819428434,5.1847476029905195,10.05139455163206,1
8.177052255776642,7.3588921848021105,10.32269398510864,0
6.513528647931782,8.088282310665289,8.508401373123446,0
4.561221934472082,4.392113634823738,10.238707212616095,1
3.708452078799088,4.078371686789668,8.946368341441215,1
5.288171762221973,5.786182474231698,10.112891153360476,1
8.223936008916898,7.6990692838006005,9.251309632086278,0
5.681438920300714,4.8750082496878475,11.01572972135077,1
5.071860459649253,4.697498241370624,10.943365684757985,1
6.110669086025485,8.121254953703579,7.462971133060438,0
7.004000841975375,8.321265914483831,8.274785074254634,0
4.548348751382031,4.4702694096779485,10.63291748373776,1
4.212453455104107,5.32777988550956,9.611755438567574,1
4.232090930785318,6.26335905418536,10.258467880379468,1
5.5254102367074385,2.9491238744709043,10.211908576681285,1
5.759064298348084,2.687398032580305,9.676826473707392,1
3.3785079943009295,3.270795652211986,9.72511077041028,1
4.392284896657275,5.7298136115173985,9.112812450411285,1
6.816938013038026,7.778971098211664,9.199759555192628,0
6.436377941815623,7.79561518563436,11.14817824343525,0
6.4425052782139565,8.939168744196488,7.056676594331647,0
6.563937724439228,5.1408016031987716,7.982450385616263,1
6.129112350348039,8.50142958989333,8.521385926138816,0
3.406297385274831,5.4200052329133115,10.204213298295459,1
6.656146324428924,8.043596856834247,8.37999915605187,0
6.90892126507282,8.482175748433459,7.120713008549831,0
4.266626591986534,5.667023863627972,11.155079341442274,1
4.586496998826212,6.222433624194013,8.222141173372588,0
6.099241631618777,5.534623054873558,8.989911442351788,1
6.213878729759832,7.427398182689366,7.350249695985328,0
6.376094847331338,8.26187547894034,8.412970994845196,0
5.7820266203054,6.006863454267725,8.942318242095663,0
5.856918745125841,5.461829428843165,9.050652849610657,1
5.580851222855513,7.683098803471654,9.640985866383506,0
9.113823759119445,8.324553515929074,9.505363441512554,0
5.785626636523558,7.65649997439966,8.640979392780494,0
7.0786920498406865,6.806631309637073,7.473964812017397,0
6.418931322535855,4.053580699497343,10.491311802026345,1
7.160564991742511,7.879850024371251,9.385602292344325,0
6.929602919425323,7.392535898067238,11.039672265706624,0
4.288279642401035,4.228999875072614,9.400787478028954,1
5.541675539606846,8.49434165098238,7.505806234725315,0
4.686555744048222,3.8583190377556,9.217547087008702,1
8.335141327718631,9.40061788580469,7.499823116505208,0
6.065818156852051,8.542645294566316,7.04183091440099,0
6.677582795986493,7.615945645331585,10.133769442335437,0
4.040668322400681,5.263966564629736,10.639033564829532,1
6.296385024143509,7.206854684905348,9.771335292246874,0
6.9907984557566,8.666610685406111,9.100391722399548,0
6.274402880865573,7.13223132237641,8.864022673899411,0
7.1201589524816296,8.61720310970742,9.300170319955827,0
5.381201379715737,4.68432430590689,12.540020178119487,1
6.874552806133429,8.666243799286097,8.211669731477512,0
5.395559582092789,3.2381758217370766,10.479414016397449,1
6.889271585958902,7.570614026786987,8.525410132920593,0
5.113075466382953,5.487329558661013,7.829599194644093,1
5.714515644150096,4.954990244099914,8.80814046427736,1
8.07737656762638,7.04791592835118,7.863566898682304,0
8.175178687557356,9.594464631822222,8.10455847605008,0
3.4638579128931615,4.497901103124834,9.566930884576584,1
6.896015714379058,5.680776423716443,7.68425271213496,1
4.782632773263094,5.584377686212509,8.162153232468507,1
6.807996303368956,4.946235619573695,9.479852371153818,0
6.195723007276786,8.300253676320189,8.570404326099675,0
8.013822466971705,5.772887368149986,7.3006663952777044,0
4.754338553056551,4.585353043842755,10.40439780568336,1
4.963755725532287,3.5759459950926944,9.511120760291371,1
5.18183082722781,5.5857308463404625,8.962826495549777,1
4.598241191575948,5.363118206011201,10.031151556574782,1
4.810210032691267,4.3371521545624665,10.413966535489815,1
6.207136946790893,3.7170600814852337,9.71981652387525,1
3.530123692852439,6.326875539879139,9.71058384185217,1
4.896889475077497,4.6311455342350465,11.892569410343178,1
7.194175016293777,10.565452780716779,8.535885094351794,0
8.172449187520744,7.178399515427205,8.220061876007758,0
5.2731932279589255,5.085469664157386,9.318392435177023,1
8.198917879901508,8.185156417483944,8.624715049909886,0
3.3906626322792857,5.536890163109165,10.305940784165887,1
5.769551012967425,4.0114820328761756,9.28415403280736,1
5.186818130482584,5.94281642503492,11.224442640196795,1
5.710566435814616,5.367004221518557,11.66673009077951,1
4.1354913312158335,5.227022466776323,9.175998652625509,1
5.692028656336313,9.47239630672857,9.074876097888668,0
5.584292915065636,5.2115454945154625,8.969814750649444,1
8.911829512041216,7.696648885222932,7.565786283010892,0
5.288235134939547,9.181138728425324,10.641136185707518,0
6.877845984888316,7.319148425982682,7.932123423513445,0
5.614553694619084,2.4130900339510983,10.640464393250905,1
4.441227261757023,6.813974594717145,9.142785270847728,1
4.348824181603164,4.859300248952407,9.066724466901821,1
5.477677428120525,5.979415083873973,9.186084140373463,1
7.104053389709089,8.528003422071837,8.685436138082713,0
4.424039039216437,4.0871996992364465,10.005986878106304,1
3.8884632373815737,6.553357131378149,8.972435405523273,1
4.846114181526937,5.656278974764329,10.240488460227974,1
6.15688266990716,7.607831024685784,10.381499415584797,0
7.744884536440652,7.9637187114462975,8.167604652311311,0
6.527124440970447,6.592935889502478,8.552526727270363,0
4.194217821872579,3.430716782090404,9.700211884147794,1
5.696641524732446,4.576318229558698,11.921738167916839,1
7.578410536732802,7.103869563753516,8.836816423638583,0
6.239395243086777,7.433224350197347,8.320056199223547,0
8.627650753148906,8.338011696574476,7.800731967664814,0
5.326382557768908,5.203411480736195,10.986495256820913,1
6.7885926519290445,4.9753689567499215,11.490289798570434,1
8.012754568237233,3.9014170373699124,9.227837243730804,1
7.623362176578032,7.565043317044772,10.407540000241228,0
7.11236384565475,8.37782979129796,10.230299344816437,0
6.89160793282646,8.450155512767179,10.76533510051907,0
4.582757126524308,5.2832834859572415,9.88307287622831,1
6.210290075137323,7.070525532500239,8.010665112532472,1
6.9262717980649215,5.817812680132358,10.040503509377377,1
7.150016278727803,8.463534321731666,9.397880424881851,0
5.766668711440741,5.033348412324407,11.760572319832121,1
4.237815172037612,6.07072559214201,8.623348430634577,1
5.81016760276153,4.612949333244219,7.92715190823213,1
4.733140834801175,3.9359676844137583,9.377556425868686,1
5.307382520568004,4.619341437126067,9.680971412975913,1
5.1742531707723325,6.332829536925248,9.614133584226265,1
4.669008751478786,6.241963579131409,10.162109864158698,1
5.517554286815093,3.578894181296688,9.50732241972853,1
6.282185242639758,3.6720148989116517,11.385031784382047,1
5.236750199008768,9.387973809548965,9.226199756843156,0
6.767397115919003,8.802936667116462,9.150925416975358,0
6.981742464825953,8.291004542370391,10.074899748545104,0
6.121287943103714,4.634262033398447,10.779844170737015,1
7.300051258949338,7.436527089426513,9.418361916633598,0
7.042213746715593,8.582815213715822,7.899380822787078,0
7.77548017387202,7.37354345366995,7.681477488595452,0
8.593685559521687,7.087054580722839,8.894609929594417,0
7.107594938168515,8.426924328825685,8.641411202334695,0
6.660640229418728,8.577612335771713,9.280229155715666,0
5.023506189665615,5.008217843616208,9.164216762669021,1
8.131629387451428,9.5198168164222,11.185575406533161,0
3.4555128688473116,3.355381190439142,9.203337583666094,1
5.325974887869294,5.805144274304986,10.273738927240004,1
6.863555256103967,7.88094581222519,9.017409408300004,0
5.9270313778438295,8.865407629324679,6.698461303119718,0
4.206953605703779,4.696662763646153,11.060705307233622,1
4.772668651393347,5.489051046376597,9.13249682088774,1
6.728581786573492,6.171279216863962,9.385058837686612,1
5.66129097436047,4.637977385638975,10.876808065783147,1
6.156088512062197,6.826590093667906,8.204373387210875,0
7.007560395037315,8.294739514861943,8.831337713256042,0
7.4869103534737835,7.235660373730402,9.286331102469207,0
8.101000202668482,8.78002713533863,8.37055839594622,0
6.661474274858416,7.418377149734922,7.8436244077058435,0
6.175138892211603,5.867448889429538,10.699060490119763,1
4.731954074853931,3.9315400024521745,7.155062405984495,1
8.750721804848963,7.30869146161744,9.25318954811736,0
4.623572334571384,5.747621534134221,10.943633768851747,1
7.331526730500708,6.958229717978711,9.43336035210449,0
3.8359434354038555,4.893971126171579,10.701132927177545,1
4.885889510507979,4.8798233377324856,9.690425799069839,1
8.03298377894975,7.777585971470091,10.47016034382574,0
3.499011021103386,6.024549508100794,9.677973470239314,1
7.928290214925067,8.08338883723591,8.575016804901542,0
7.680978927314051,9.762608901416648,8.642485785980988,0
6.1682880875622805,4.283937462499769,9.498617981345362,1
6.410919848716685,8.672028567981972,9.89632164686887,0
8.399843942480986,7.2180883173131996,8.56249101717142,0
6.232276661532731,2.8262666984818523,7.978992659464083,1
7.562541783524903,9.678760399494031,7.784774581868869,0
5.969201972241216,7.72806120031545,7.024269858126163,0
7.742044160577335,7.808164447638385,8.112371035915164,0
5.20165643089993,6.485662980276995,11.161767942980031,1
4.713672435393611,5.489334162378615,12.275657785333246,1
5.591211690755038,6.970292559597439,10.731092351770252,1
5.662567652288731,4.705831992516486,7.903666600832173,1
3.488118195246946,5.213768804206422,10.751167078777227,1
4.62341097191519,5.344320792346654,10.180605169949793,1
6.565740231108081,4.781050832236813,9.749206812605328,1
6.299601495078745,7.796605551035442,9.242669441081794,0
6.644758486503038,8.09611414233952,9.152052340933428,0
7.51727231096993,8.320761980655597,10.918619526401107,0
7.032605227494809,5.267639248295343,11.818011780033391,1
4.928989136082592,3.8476251303697495,8.589168069915033,1
6.644592419424318,6.037086103951513,10.771459762538132,1
7.698032034072219,7.552871435214001,10.224507704805498,0
3.1946811561780737,5.608022031838889,10.218203552474336,1
5.57504244235537,5.480736150642506,10.370112841776972,1
6.413476061178407,6.763146623458603,9.8758389276493,0
6.694946006051955,6.469579264894717,8.205297348241093,0
6.634163346017981,8.764502119196766,8.297379722568849,0
7.483664733364935,6.677237580234216,9.540305516270218,0
7.058371883962996,8.72068593476217,7.454552362580206,0
7.610146036650467,7.479071954813717,8.140839601831955,0
5.298112282369597,4.8673634296285275,7.74892345130882,1
4.927379909973216,6.156329143421648,9.696666280125326,1
4.20773369358831,3.9123972146460626,9.416423854449917,1
5.91276632933274,9.13361345827846,8.909655632388661,0
6.88770091661266,8.804122851020473,8.254355950329765,0
7.8264765570684345,7.038636197438546,7.572984371288373,0
6.735861057111632,7.239337834498773,7.470402020625333,0
5.965317711327563,4.530325006330588,9.96651819333897,1
4.213615610673972,5.430062514428227,10.748611211456055,1
5.1098072694618395,3.8048093121141227,9.710887740055398,1
6.036343415098962,8.373260973650444,9.383026869757206,0
5.793533354046335,4.9610277198491115,11.085840532103436,1
5.48465471767401,5.314519903098275,11.610881477382682,1
7.233339126260121,8.43499832426284,9.910423603003084,0
5.419160612859466,5.805294991126498,9.385092327638919,1
5.003641128371571,6.2480877509446415,9.93138923055419,1
6.289947451006947,8.011436571155416,10.430932797842637,0
5.023769135688093,3.232777899498546,11.541429505453824,1
7.350545978664107,6.6877165887625685,8.96130449073395,0
7.038827884317145,4.680581656795414,10.472606604744122,1
7.920017933247763,7.804942659124099,9.805393424232182,0
3.843170405381171,6.638451188161321,12.23876296613863,1
5.9921342611335895,4.0843671439527185,9.756102721839904,1
7.777208795111221,7.210859193183933,9.913258852594028,0
4.817574600490834,8.099861448023548,8.794322276241862,0
6.040967383019285,7.18838998942716,8.428020021820544,0
6.9640098182728085,9.037038981773907,9.672619748121479,0
5.180551157795532,8.253313905722793,7.594742339990001,0
5.262858128225685,3.0995727840171856,9.333967925283497,1
4.032501987355783,4.134271502194909,9.129550453259656,1
7.251473444471202,7.678852019946706,9.03306390572946,0
4.077222363292829,4.774678679638244,10.574357645705275,1
5.621434642741778,5.710254282474432,10.584932733083614,1
5.956175736069192,6.848191835007872,9.715971064647908,1
4.689803099666546,4.255527194943747,11.583547291673275,1
5.167005808917753,5.434323075862904,10.230640502662766,1
6.746379610406022,5.958845820662796,9.448700356773163,0
7.618380261998524,8.232494559178738,9.682551406864485,0
9.108748429998627,9.613561551092287,7.736619058933552,0
7.0888282778815235,5.330395606294738,9.369651115390926,1
3.72852159404186,7.025311829448391,8.59366410201175,1
5.6422142755349745,6.8470306020111416,9.629001024649117,1
7.927819852939582,9.964279457255708,9.726679966035482,0
4.885836078083174,7.588360836811518,10.278528082841722,0
5.179861197424391,6.030307954939653,10.443613142176856,1
4.546248488012116,5.644544779086131,9.489396965863833,1
5.008588610451617,3.941353017060035,10.565174709096771,1
7.5124341468056794,9.120361799575134,9.860454447778594,0
