A,B,C,D,Y
44.02639453773993,549.8759717818843,-1943.6861446436744,-1957.5066786037069,-957.2754532621988
373.920455185154,867.6514371659273,-1625.9165058643266,-1626.7396643673103,-627.1922969291466
579.5291555676085,1078.1176794802354,-1423.1620125098755,-1419.783330369066,-416.66786240501176
1507.6584548418368,2010.260733649801,-492.55354517420767,-489.35687800640125,509.74366147012324
964.0558938524933,1457.642572493441,-1050.0535911439217,-1035.011143494453,-36.08481762028205
980.5011616735219,1484.0152915055148,-1035.0303659046638,-1017.5281838026358,-18.951353360331186
324.21914353684707,824.5838404810127,-1678.0685600130098,-1675.872653999396,-673.7803035316581
1732.0827854390654,2225.7134916796026,-278.45783822519286,-271.2632502157087,729.8490608160452
486.37249256091184,979.4874716229901,-1521.5534287384758,-1515.105527673824,-513.6907636551181
20.12097399897478,522.7406985877985,-1980.443578418289,-1980.4419405745289,-978.9090937946748
720.6357596792526,1224.8878654365074,-1288.3892205312982,-1277.792148806202,-279.41221627736104
1610.5771584317406,2109.1549273134206,-407.1446882508191,-392.0335194732242,606.4733233924758
1947.0715645494363,2445.3085286364376,-66.90148703395701,-51.18140495256366,946.2262830715206
1595.5113415500969,2099.710801659655,-412.70936683277284,-404.9505248667027,594.5684215541048
340.97614121986436,848.1516566340201,-1666.5778064121594,-1658.6903646389515,-658.159468627765
5.431654812335862,501.72180628873804,-1993.9858661079422,-1996.8193681016703,-998.8179306189597
652.9543340305285,1156.5966694372912,-1363.0491171023598,-1347.4234043337499,-347.9198049039872
304.96116849054147,804.605849970287,-1691.9355692534111,-1696.9807231611305,-695.0456314948024
1317.5901143178892,1816.0873835633654,-687.8008855387069,-683.4043017025283,319.08980204664454
971.4169072896759,1475.8182874819584,-1041.388212733645,-1030.07620112243,-29.074110040757216
1429.1077420436911,1934.2863510372251,-554.7586092438331,-570.1040447097746,429.2712754695937
144.71352757708672,649.7658901915455,-1861.8768784637457,-1852.754023916448,-855.8082295078873
37.86315697011246,531.7782287881845,-1965.597147382704,-1965.3021848035287,-964.1491431835578
1173.6713387426541,1668.5978824155466,-824.2415193136628,-827.3775148194817,170.98484428301208
1941.692762524638,2447.2880909711803,-36.93608702309099,-55.51335133799361,943.2035305187856
1557.2567986551423,2054.139065822054,-451.09013458841446,-442.45155929100633,556.7896503579326
1296.7980448566045,1793.9766425545224,-719.6105658032168,-703.8771330298564,296.88526435297234
639.0494191290712,1137.0543875924861,-1366.5208801973151,-1360.855771317768,-360.80603222469955
332.25288452017134,828.4871114373076,-1670.9260677707348,-1669.264354573881,-666.8361219098987
685.8506706335437,1196.3209822536753,-1310.6667557297515,-1312.5990859587816,-315.10498679843835
23.405045325468716,525.5721455148795,-1982.0191855630321,-1977.6293376323042,-978.0278619895595
1702.9358078900061,2207.971392613519,-294.0153341282518,-295.37372475229535,706.4212504240966
1342.1385407347134,1836.8463436348782,-649.9494841609701,-659.088544044159,340.8463107529314
315.14809410086053,815.5424393303475,-1679.0984429392363,-1683.2953602895188,-684.6051752074092
544.1963150466804,1042.0374488857417,-1466.0321455725127,-1457.05039245121,-456.93481062399405
470.00251109446526,972.3431873763716,-1527.8135775703693,-1530.6550486138044,-530.0411978490906
1465.2646169004352,1974.2533269205653,-529.043503132519,-537.9207060383646,462.9553943756666
275.7614889431523,772.6152598190462,-1715.1855510565342,-1724.0340165727125,-726.0366655599737
137.50411744965513,635.8065555470936,-1852.9137308439747,-1861.2816978194933,-861.753841032818
171.57292178917524,672.0637018021263,-1817.859307462049,-1828.873928484488,-827.8130682493544
1810.4719499089686,2318.34116917451,-184.74126496742934,-192.3968685410907,810.2278355953061
341.54996371705425,834.3596296363427,-1666.9461911052147,-1662.310537481444,-661.5040631775635
596.8724258676044,1094.2948167888028,-1403.7417622628739,-1404.8662304914537,-403.7634341001515
1450.0618963705153,1947.8749874097864,-556.5394427526375,-551.4359945008916,451.4052442912876
1324.476520271354,1826.1960639873519,-664.4610236199168,-678.6667476478739,324.39221578981915
786.3799954471336,1293.2267302164837,-1224.7354074275959,-1212.442026488868,-213.3408328425678
1597.5664321841955,2095.5228514928417,-408.88340720764484,-400.1681564204801,598.173269023481
1000.0856832643565,1500.8230112378199,-1017.7353066918313,-1001.2077824197127,1.1111906705635344
1247.7176575605463,1747.3301778169318,-747.5576840745438,-750.279161217165,246.14024407072984
1465.5352740462424,1964.144090609132,-536.3812039510273,-533.1783929156247,466.23154927775164
201.2818295075245,701.0457429646972,-1796.1911665966504,-1799.851166438806,-800.2066316398699
364.6692399342349,863.7535291109898,-1645.307561870816,-1638.2135497530646,-636.721062403223
1110.641475745994,1610.0459455280854,-877.6400439924084,-888.0590220268191,110.5785590976307
1031.6567643548374,1533.096844864922,-952.2300629847487,-967.4209668759635,33.50693218739807
757.1742455636521,1246.4975608250973,-1241.4349881392052,-1244.562051042269,-246.85335389756872
1158.294581710635,1642.6127000658407,-845.7479827211562,-841.949271476639,157.83052483567243
418.1823741788037,921.257744549103,-1596.309355767221,-1581.9626538217954,-583.8564018350039
800.5835648372305,1298.6348216518516,-1198.4027902785383,-1199.3708316405603,-197.84311635662533
393.15913190654635,890.2769433163132,-1613.3643715992598,-1608.922305381051,-607.4064942824534
109.41633966853796,601.9692454747623,-1886.1033654112675,-1892.4112738650815,-889.1557245587918
121.99266510746222,633.320566729343,-1886.784929568979,-1878.7304494877856,-878.0915042732676
1649.8984771345233,2150.3908045339654,-371.4076424574379,-348.4519678098594,651.8644148207371
1655.3826272230326,2159.880968947729,-356.09914154464417,-342.4862096049665,656.7843502621096
1922.1358449613547,2427.5102545145537,-70.2853227699897,-79.07513885525435,920.2457465387076
451.96284084262123,954.1877689402063,-1531.2771192254834,-1547.3748051061134,-548.5224100059958
438.0244879401762,942.1912503147199,-1564.9181661018742,-1562.3871731207153,-561.1469891247502
208.52730107073532,711.5224763136541,-1770.4238300504007,-1788.8475496627673,-787.4620990916643
1590.9269604595588,2095.232345715324,-397.94235400116787,-408.0634913669319,590.5743555064543
905.6310308959081,1409.7951316347371,-1099.6901008473562,-1096.3556400241382,-96.96861515291425
1824.5209727265462,2325.5883954247483,-175.82584587727587,-172.38623225589242,827.3569211213602
421.4314666542657,916.9468608416328,-1577.4480806057365,-1577.787261508041,-577.8801832785757
1547.754132401392,2052.58363649955,-444.75200720333,-451.79238853661536,545.951898191209
1694.641099384181,2200.42751771448,-311.0097227209425,-305.159823723864,693.7617965134812
756.7774380568425,1270.2565922766232,-1247.8335751804398,-1240.6655857993821,-244.52758485050865
527.0266779122678,1026.4734050820803,-1464.7639292675221,-1477.03880160157,-473.37269187409777
754.1517117896168,1256.8928250020729,-1255.4348692785957,-1241.9936551213698,-241.80615807321274
203.49906506987043,702.1947183977427,-1791.1053807350079,-1796.1239625494259,-796.4808477796754
975.8779883931454,1476.268455246372,-1019.1995332926957,-1021.9234729183695,-23.157486497454805
778.4033410494071,1285.2827849493153,-1212.997053705292,-1222.267428369192,-222.17274958312734
12.583494395072961,511.8066154684898,-2004.9225499669938,-1988.1213089419,-985.946891116899
1274.557663237021,1776.5355914466566,-717.7770929359815,-723.1327047941982,277.58421494989364
1034.0785282242787,1538.97566309887,-953.4892424653686,-967.7697942497051,33.391897680006416
247.68095459463183,743.2815118937073,-1767.2881590016332,-1755.0323278467158,-753.6757152444965
376.59550029221225,884.7309072833096,-1612.302568845384,-1619.959373442927,-619.4943374213245
744.3641421314848,1242.5691584800804,-1253.934065020457,-1254.0720206863934,-251.23979997279477
535.3014174249387,1041.6277971902018,-1453.1473663577826,-1464.727890381188,-463.96647290847693
1156.4979194669538,1650.0872198678549,-833.5014361199138,-844.092058808089,155.29026009300674
558.2949806144916,1062.8497793223187,-1430.5138430565964,-1441.1841605604232,-443.523797464909
1950.8017143232726,2458.219600316735,-58.535882203704524,-46.73621533860973,953.447495826538
1670.598388528156,2175.696528520768,-334.0936694855505,-328.81282108668375,670.6950896357921
72.79919637925533,577.8703360126757,-1916.2705553931776,-1927.8013857464148,-927.9500619847215
1690.4298252588178,2191.0486100993076,-303.9095630766946,-308.86509197891917,690.3633372326951
1751.51805886636,2255.642883178781,-247.4574305770783,-250.30879509650325,751.1677029006056
1313.6852390864478,1817.1385574936646,-698.8860073630134,-689.6854348032285,314.1975033363098
1616.4342533835795,2120.5299079111696,-386.315526581311,-382.194360045561,618.8045720613803
735.1653329035593,1232.4274175480198,-1255.5967601221203,-1264.5607054789002,-265.62179493332764
923.0451180834224,1411.5078583704308,-1082.0903541938892,-1076.641099164737,-76.84604423929241
1587.955089877522,2085.742216490198,-420.10007742294255,-414.3631078732943,589.0339725365221
114.6962643387697,619.3662504960049,-1897.988529372129,-1886.254351580164,-886.3480632652729
1173.213537911058,1675.3385801957656,-828.9535049325871,-828.6616757943069,174.16072843189892
557.9930213842292,1059.9723008247179,-1453.4372578604864,-1439.8106958911574,-441.21356047998506
1213.0882516134404,1712.7286510353185,-775.942211943259,-786.5123354661118,215.0343732171666
1544.8308720687219,2049.8163224529153,-463.14562731634396,-453.9888637610527,544.9431788922002
966.4392031880487,1466.5829877907,-1028.53981803177,-1035.2382630684092,-34.08742316446456
650.5908119158178,1147.6196292082352,-1352.6755234958996,-1352.7483196023802,-351.3449678330731
1711.9777799529693,2206.474171930346,-280.6076082945573,-289.580293353016,710.7868962520379
1772.8020418237704,2278.114509686648,-234.1500150889632,-229.32843316518748,771.0703118530363
129.66311918577,630.3424018617059,-1860.9939478342292,-1866.831611227277,-867.8370866367208
608.124841551747,1105.9375240249733,-1396.579587296517,-1393.1793189799926,-395.76062196346857
1458.589631120973,1966.8936652929553,-539.6013705118828,-542.4360338325146,458.08383419811327
761.593744145123,1257.0873486417638,-1218.6154991734004,-1235.5849329150547,-236.3018005229886
399.1956864903111,905.7058392652142,-1608.413735366645,-1602.665342775876,-601.9441939064249
228.7495347198127,723.237096513753,-1778.631144344148,-1769.0969238561843,-769.1745038270388
1682.5225808954306,2177.7873463154087,-322.83579798323694,-318.2986356661713,682.9243854852236
750.6195941121916,1247.9951831893063,-1249.2527988720915,-1247.090763540394,-247.8784439155078
695.7834462875361,1194.3025276723677,-1292.7040123032048,-1301.774168894726,-301.489132467749
715.136642145432,1210.5826129898728,-1280.340328428502,-1284.5209377430292,-286.2939490915895
997.7813196287425,1498.3898499310694,-1007.391769067526,-1005.1353132416552,-1.9471236332346649
1661.5096620433394,2160.3430371226136,-346.29226133928194,-339.87352467037545,660.9729000905089
673.1821776201077,1169.5691013478795,-1330.4375521065933,-1326.1193148848558,-325.5392369372846
1239.4591330641279,1740.0362884899369,-754.5001585441421,-764.1829297591074,237.44529510646035
100.71713709356017,608.5526356720931,-1892.0982140281822,-1898.8287162079323,-898.4652749284744
550.8329349104322,1051.6529968402212,-1439.8645673717615,-1449.3808932875388,-447.8076756242517
389.83423994690935,896.6059145315336,-1618.8779521793613,-1609.6231303333868,-610.6026962128827
516.2862188720901,1017.8488083859505,-1468.816255965301,-1481.3758950372421,-482.50450438108834
1057.3852183174672,1555.4668296669724,-925.2879194680294,-941.9279489075556,56.92986260777842
243.7528642434165,745.3781130395839,-1761.4085066586688,-1756.864435515439,-756.728974080342
305.8921062694093,808.8670061804497,-1695.6985767755573,-1693.832311429463,-692.9213599254077
1789.376612755976,2288.205007568608,-198.78160567866172,-211.96274489851427,786.6998659092349
803.3886453490326,1307.829393297685,-1210.4303370233954,-1194.1236871220533,-194.58848155012316
1569.657573113108,2077.7366153829826,-411.262191586729,-430.0677562105152,569.1380547043478
1120.760982205915,1620.6795122676554,-864.0077646235974,-880.2163844379609,121.30659555412079
1241.3316978910275,1756.081465557624,-765.6257636386711,-757.9473240306395,242.13362156962054
1864.8062658447366,2369.1559232670525,-132.61680288110057,-132.08067129149563,868.355314688213
1949.5396872731808,2442.24211528433,-40.4486363538277,-50.839413769164764,948.6847149343922
1412.2806836195803,1908.881247606761,-571.337942746903,-586.5889991581033,414.115874628153
1268.2701396878808,1775.373137796599,-731.0295941427337,-729.9025408703218,270.9051812349786
291.2287574835837,793.1569811792394,-1696.5702411023474,-1708.8007526363783,-708.4782398597117
1953.6780888798105,2447.769358643552,-32.474927262211835,-45.27630808723422,953.0499560460113
460.42303171364057,968.6759632406975,-1543.4571521109453,-1543.018387391792,-543.025076485288
703.5481107626304,1200.9324740326817,-1284.7202295689797,-1296.4692533450034,-295.5526900837483
558.5934108544263,1045.4782631445382,-1425.5272912289824,-1442.2301164012383,-444.1682803003698
1361.1404823300297,1860.7202558230883,-627.785087141584,-635.4679623114199,364.78816759570014
56.11207121507198,550.3733583815839,-1935.7141776371311,-1944.151236610242,-944.0128778993887
1173.9168063256943,1675.9456045048787,-835.0362354159549,-825.1774813653868,174.68397560842982
479.9534584952911,981.398739043848,-1539.3982881036259,-1520.1752428892835,-520.1086684933525
649.5332577775888,1145.1921558014237,-1346.9115545308525,-1348.7647633913841,-350.36155618720073
1307.8604753163854,1804.4095125269246,-679.4021094027408,-692.9734062020639,308.1831917003528
391.44870147449143,896.4867113804011,-1609.2114637295088,-1606.0457422070747,-605.003293857627
394.40060842406876,904.2118290044759,-1616.6387472631575,-1602.1117408978876,-600.1453359480724
42.79410092004508,549.3060422089385,-1972.551078258985,-1957.3738121838157,-957.3448763983214
1583.6687738927562,2078.683937812856,-404.7135515560388,-415.503809659855,583.5131163894969
1277.6877183983747,1766.590687250201,-728.5384533016478,-720.4532670112347,281.00940273212547
325.2502009929232,817.8610463780107,-1668.2700119474869,-1674.8738035813997,-675.3264661896083
661.5340336653629,1158.954509652009,-1337.7207270750448,-1338.4590746318322,-335.5637659121735
460.7127884495991,964.3459461065515,-1543.8474463276411,-1537.9916051060904,-539.3969548764352
745.0633379663317,1242.4906486268794,-1260.3607263684353,-1257.2805448785218,-257.70306456037457
871.9155364855504,1373.3266101247837,-1136.5147437734065,-1128.9612573134018,-129.32579015806954
1887.7270418694345,2387.945063193535,-115.79612499650862,-114.08867572844379,886.088103147708
1771.159648728135,2265.0817395702406,-233.16678207123977,-229.44485531763084,771.5228267963537
1982.1160129068055,2486.0268228019577,-15.009883129897094,-19.783338722095152,978.570705399829
1309.6645615075042,1808.0350163084502,-687.7992582674315,-692.3417461704862,308.179067078845
1070.4404000685367,1569.8589755733087,-940.449754088964,-927.0056698152908,71.94912959210004
719.3183526767593,1216.6012450228352,-1275.360568255713,-1278.2475903258176,-280.58572636114553
181.97678777501014,682.9796308276499,-1823.6504875500418,-1817.9153392445176,-817.8240397114064
383.2217708801263,885.197392090782,-1621.3434100813843,-1612.611310100267,-613.5986143418171
472.3700524676795,982.7572882833607,-1517.0074672113042,-1526.380478700722,-524.8841728429053
213.35751642120474,710.4203239293549,-1781.8682654112415,-1786.9482390572002,-789.0462882255858
1809.5941383549145,2303.9712899433953,-195.38502114585103,-192.34927584474428,808.5664513456186
1856.9965322154471,2367.2673713410913,-147.83452848223493,-139.90184302890884,860.2401596889549
777.6793153447578,1273.8819988811194,-1210.0562304688954,-1221.531251443115,-222.4432681485833
1190.077655836493,1684.7678220918053,-809.5310342224852,-809.1098360388768,191.95783827350664
1618.2801007904663,2121.281850576937,-399.7848894054485,-382.5569012434584,618.172397346966
1968.577087585934,2467.920551551418,-19.89887540209651,-27.686350332697856,969.5580461210706
191.3207667258612,691.5758695467641,-1802.3662717547347,-1808.8803666319593,-807.4270800311039
806.3359909106041,1314.2412367576655,-1187.9809619799523,-1189.2621507367412,-192.18632453097035
669.0788622611108,1174.1329541650298,-1335.0794629212076,-1329.8082078934526,-332.2961555555758
573.3001120440128,1072.4825908780285,-1438.3785941153214,-1427.8935033024868,-427.84220887074554
346.07694534323855,843.2244769339387,-1660.088724392266,-1655.3199746754585,-655.3445456487829
178.6100910831341,678.1302045459182,-1817.3788683497917,-1821.1084121476426,-821.4880046510806
1567.101046659633,2068.464346255481,-414.242549396797,-432.8053631742459,567.9446690507311
752.847617318249,1260.4831798242988,-1245.1560207381747,-1246.236747905706,-246.5996347558144
1465.451918695582,1961.1630262195808,-529.8671371220674,-529.6007558663315,468.84900902285807
1784.3479293204439,2285.9782004915496,-227.73076065401673,-214.76723129915027,783.5422357438059
1670.1345504919034,2171.739240738014,-339.8400786102559,-331.14639708593234,670.219000316226
468.8534393778386,969.7900158999337,-1520.0396727318507,-1530.0404781547134,-530.6077620904505
1352.37158514303,1850.6992445444002,-636.5047521072596,-648.3398559494258,351.98782724021794
1321.743152717531,1832.9989904366394,-682.73891098364,-678.278845854251,320.6001009278804
1470.124215199484,1967.3781224722518,-528.2533588157189,-530.6444643250754,468.45122523904433
1781.8877780360892,2282.4052354530013,-226.14254542487475,-218.7200227231805,782.1546117109815
1262.304224741863,1762.7531458808257,-755.9335285249238,-737.6507754915294,263.1814429258739
1984.8420453815513,2495.3510355714643,10.515274819643821,-13.439428154928589,985.5765665940206
1544.5262268109195,2042.0074578829194,-466.68643560632813,-456.106050173081,543.4956154689038
1444.799497364718,1937.5029129701625,-551.382956295094,-553.6929345790114,444.2385015288659
86.85432273340886,583.0054752111671,-1909.1068044300255,-1915.2458078026018,-915.368562662726
254.8128952796772,754.6261706297321,-1742.5936861484684,-1745.0401519648633,-746.3123416855509
1438.8973062801556,1942.658662803583,-567.4214487701013,-559.0802765672669,440.48870403680576
1401.918369901807,1910.0439904368081,-575.3248219450478,-600.0469779321762,401.257266354591
1656.2661170592135,2151.410154758549,-346.9260057961658,-346.49974838788836,652.417769471224
1253.0838934620986,1752.3539547737619,-746.1704112308267,-745.0739253075585,254.74315336979075
345.4399704928831,847.6983016515022,-1650.3438499089289,-1655.5709567548433,-655.4589995015131
1813.4685599738189,2304.543654667384,-179.4175372973167,-186.69333713881366,814.5277492182341
224.0620275093289,722.854392999362,-1770.1357112632768,-1776.2864676560928,-773.7163159639596
1141.1302293639214,1642.2973636283816,-853.0335827408089,-860.6174859164303,140.3588763159936
795.0658858687432,1292.5688860482187,-1210.9192497024524,-1205.6215011608865,-205.24874725424604
1076.1776874791935,1571.8622224938383,-918.9046146092157,-924.6431085764879,72.63853096232566
455.8181884539656,950.3333898711262,-1543.2099203986475,-1543.051158776493,-543.9533922412785
599.4913849491205,1104.5790996382136,-1408.0601194243056,-1400.2674313542607,-400.9944215301509
671.3643267100565,1161.8994728220152,-1322.0905665486418,-1330.8883933427646,-331.68551457003076
564.5765670751321,1066.3915460225203,-1445.297169310329,-1435.4324832147963,-433.3560871513364
1584.8243375758948,2083.758365243231,-421.92968021880927,-413.1977554123654,586.2166616421008
726.7550881416148,1230.0038794951024,-1268.6781517442564,-1271.8832113340509,-272.6039254689339
147.0676983727154,652.1489337968729,-1858.8855403048476,-1853.8866387043506,-855.126773298531
872.512457467603,1369.9375701665524,-1123.196058160244,-1127.323019486684,-126.84039637941326
294.01391569256776,797.4111700286917,-1697.7678603731597,-1704.1574407160094,-704.3871577353933
1474.4201834236924,1972.5631589921418,-543.4655848920462,-525.9620652359541,474.1811816935978
1366.4133063781871,1872.5557321228544,-633.0461610144029,-632.2865743776523,369.1508637081964
1589.2249255130646,2093.455593601207,-405.20672708855835,-409.58867689630796,591.1662856342144
1096.757257953,1601.2253277535897,-915.2120907682171,-900.2557763845253,99.50355989927566
1092.3134104735718,1603.3834379248165,-902.283502099732,-907.306923500649,93.39142497717997
1944.9639289860668,2443.4450026548907,-54.225841639521605,-57.80641357919732,943.1660524747126
1920.5122478872877,2420.583824209774,-73.55607677355479,-78.36764050535129,921.5189843345113
1748.5228133527098,2244.815837707685,-254.2696849025847,-250.8690094774212,748.635912195484
986.7259195823098,1483.6919727656225,-1025.5421077755718,-1017.4095880626845,-15.283649937423167
517.0222787285513,1024.6167957937344,-1473.8010893861951,-1483.6025007905705,-482.62674871876965
990.094948417411,1489.989884884334,-1009.245686711569,-1009.4342619426542,-8.857576866891607
252.06595013213015,746.38440159086,-1756.0819803777447,-1747.7060628387137,-747.4763170770173
497.90540924223683,994.6452600771597,-1490.3191083336399,-1501.7134300765333,-501.8789104688023
462.6083543611818,969.0656539629591,-1530.6348967910494,-1535.4674731343166,-535.6752761779388
1839.6972039187194,2333.0073086336547,-179.649939442628,-163.34941967837875,837.2898294511472
923.4689853412925,1417.4987512809419,-1083.1797488700058,-1076.1924703159684,-76.66849439944563
1736.0080650227276,2233.971008298681,-279.1224099528615,-264.03071534853234,735.9505345908025
1115.1869562302468,1615.9005024006324,-886.4663902265689,-883.1879800940045,114.6374596487581
35.49887992166476,530.7349717919169,-1952.538599334071,-1966.1529832906112,-967.004437635065
785.0927587362197,1292.522043028873,-1218.975020470112,-1214.8821682933353,-213.43773386503943
1446.8707333644331,1938.523556710072,-560.8487539992309,-553.0842714422885,449.1432986280716
761.8706005340471,1266.6024667496222,-1251.8337601160383,-1238.5558848344244,-238.0760257621083
586.2188606412009,1096.1824549391836,-1410.3096791210942,-1414.4000802603439,-416.1778901853351
270.0436000877644,772.1870633402923,-1731.9108910142652,-1729.6818673136852,-730.0282963961199
1225.8339545467009,1728.239379494203,-778.046738261561,-778.5887266445621,222.31438489467257
1271.0592969425816,1775.2537883174593,-744.9829302772364,-730.2707854088408,269.16239298039
1039.7529353680677,1544.3898535280675,-965.2365902153333,-960.7639871075709,38.00338316950947
737.6522009052546,1242.5787591813173,-1281.6172071002604,-1262.0549915401446,-262.66273875343313
1218.3124747466998,1716.2029107122721,-772.9230081237584,-782.7669107090148,217.9902183468457
259.17701495254903,759.0322875330085,-1736.5447869572474,-1739.7855380194717,-738.963111097939
647.2152687206222,1151.4673525975813,-1338.5728679342055,-1352.986346902182,-354.4435569790432
38.95330178699495,535.1748520723805,-1957.7098385442646,-1960.758413226377,-960.2097652768678
1179.1567044354542,1684.7391983729842,-829.3531502177599,-821.2921960029098,178.48021396207503
144.51911014195915,640.5905084383623,-1877.4326113434315,-1856.080601444744,-856.0752959167248
584.1948554422626,1086.2619817058883,-1403.718285782077,-1418.2085974858403,-417.7604692428788
1050.9244390135439,1550.6942260833785,-954.5865391299163,-947.5542010675057,53.50443875212492
81.7004902194949,577.2865941709457,-1916.0475699810263,-1917.6434218343995,-916.3689420825443
449.38820938118795,963.2169150351415,-1546.7967698183681,-1551.203583077893,-549.4667069343061
1302.806216367182,1799.7051859915239,-688.8727482616831,-697.8585857260443,305.12105130825233
167.1466753017311,671.8019251300859,-1846.3887472467504,-1833.5816252423276,-834.4415603995558
527.377889740899,1030.74101494655,-1481.4788609081033,-1472.700312525343,-472.9825812575593
1997.6137518424473,2503.772622650043,6.163541718266604,-2.43323768820148,998.2787398215125
1097.393040931255,1604.480048155508,-887.2839964700074,-903.5226049221998,96.8570181346131
1508.0975336062486,2003.224236167913,-480.4140296639115,-489.2586143918269,509.9135986790453
498.3278210875734,993.5943733902799,-1505.598121028203,-1502.248313852471,-501.5669297670379
1425.555722392832,1916.0054217650445,-560.7684651644802,-575.2098774096296,424.613293751935
1575.217211584528,2082.470529332361,-433.8405063257421,-424.9932776825929,576.664040644144
1572.028823084353,2074.1691587821038,-440.0199832537448,-429.32861907745263,571.8391894228133
473.7278684812652,977.3011598226783,-1542.1213356541655,-1524.228059590547,-524.7329089891371
1664.369996742066,2167.621225235877,-343.8071617569362,-336.788886443132,664.0339094136189
1538.0168750605337,2038.3029279594173,-445.69855459218417,-461.0021454231404,540.0868744392137
1242.9451843598056,1737.3916342949312,-765.83365572889,-757.2283090685476,241.07099390608317
22.197988276387306,516.3751333176277,-1994.4328743785652,-1976.3401942026662,-978.4047855820098
148.52021856413253,648.6778006852729,-1840.6201111419762,-1852.1536005401217,-852.3028698522709
1792.7323121036925,2290.5042045689797,-210.3202664901379,-207.6444985680539,792.7808071346508
1827.910469669521,2326.1880510908345,-171.40559492767994,-171.04054094595648,828.0968990736187
493.92899916563505,985.978907931882,-1508.264878538681,-1509.8132086897583,-508.59684459232733
530.085108639909,1027.4190104587963,-1475.3932307577456,-1469.1804666723644,-471.44709308834325
1635.1081998678721,2126.745468590315,-361.12935024695105,-367.7142938184502,632.9625042013662
567.4935131182215,1072.2010149846483,-1442.1073530711583,-1432.6029510436506,-432.55810347270767
1897.8176296261856,2399.6191596605586,-113.72114061094875,-100.30189269681003,898.1161166508084
